EHASTRA_EH_NUMMER,Heftjahr,Heftnummer,Period,Bezug_MBR,Verkauf_MBR,Remission_MBR,Bezug,Verkauf,Remission,Klasse,SBC,XYZ,Laenge,Zensierungsquote,Zensierungsgrad,Zensiert,Entgangener Verkauf,Steigung,Magazine,N1_Demand,N2_Demand,N3_Demand,EM_Demand,PD_Demand,Nahmias_Demand,Conrad_Demand,Bayesian_Demand,Bayesian_Q,Baseline_Demand
EHA0020265,2023,18,2023-018,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
EHB0019622,2023,18,2023-018,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,18,2023-018,10.0,6.0,4.0,10.0,6.0,4.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0
EHD0015991,2023,18,2023-018,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,18,2023-018,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,0.0,0.0085,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHA0020265,2023,19,2023-019,4.0,4.0,0.0,5.0,4.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
EHB0019622,2023,19,2023-019,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,19,2023-019,10.0,5.0,5.0,10.0,5.0,5.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0
EHD0015991,2023,19,2023-019,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,19,2023-019,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,0.0,0.0085,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHA0020265,2023,20,2023-020,7.0,5.0,2.0,5.0,5.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,B,3.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0
EHB0019622,2023,20,2023-020,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,20,2023-020,10.0,5.0,5.0,5.0,5.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,0.0,0.0085,B,5.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,9.0,5.0
EHD0015991,2023,20,2023-020,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,20,2023-020,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,0.0,0.0085,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHA0020265,2023,21,2023-021,7.0,3.0,4.0,7.0,3.0,4.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
EHB0019622,2023,21,2023-021,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,21,2023-021,9.0,6.0,3.0,4.0,4.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,2.0,0.0085,B,5.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,9.0,4.0
EHD0015991,2023,21,2023-021,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,21,2023-021,6.0,0.0,6.0,6.0,0.0,6.0,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,0.0,0.0085,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHA0020265,2023,22,2023-022,7.0,1.0,6.0,7.0,1.0,6.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
EHB0019622,2023,22,2023-022,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,22,2023-022,8.0,6.0,2.0,5.0,5.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,1.0,0.0085,B,5.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,9.0,5.0
EHD0015991,2023,22,2023-022,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,22,2023-022,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,23,2023-023,6.0,4.0,2.0,4.0,4.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,B,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0
EHB0019622,2023,23,2023-023,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,23,2023-023,6.0,6.0,0.0,7.0,6.0,1.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0
EHD0015991,2023,23,2023-023,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,23,2023-023,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,24,2023-024,8.0,3.0,5.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,B,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0
EHB0019622,2023,24,2023-024,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,24,2023-024,8.0,6.0,2.0,8.0,6.0,2.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0
EHD0015991,2023,24,2023-024,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,24,2023-024,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,25,2023-025,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
EHB0019622,2023,25,2023-025,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,25,2023-025,7.0,4.0,3.0,7.0,4.0,3.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,4.0
EHD0015991,2023,25,2023-025,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,25,2023-025,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,26,2023-026,4.0,3.0,1.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,B,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0
EHB0019622,2023,26,2023-026,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,26,2023-026,7.0,5.0,2.0,4.0,4.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,1.0,0.0085,B,5.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,9.0,4.0
EHD0015991,2023,26,2023-026,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,26,2023-026,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,27,2023-027,6.0,2.0,4.0,6.0,2.0,4.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0
EHB0019622,2023,27,2023-027,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,27,2023-027,6.0,5.0,1.0,4.0,4.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,1.0,0.0085,B,5.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,9.0,4.0
EHD0015991,2023,27,2023-027,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,27,2023-027,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,28,2023-028,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0
EHB0019622,2023,28,2023-028,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,28,2023-028,7.0,7.0,0.0,8.0,7.0,1.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0
EHD0015991,2023,28,2023-028,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,28,2023-028,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,29,2023-029,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
EHB0019622,2023,29,2023-029,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,29,2023-029,7.0,7.0,0.0,8.0,7.0,1.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0
EHD0015991,2023,29,2023-029,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,29,2023-029,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,30,2023-030,4.0,3.0,1.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,B,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0
EHB0019622,2023,30,2023-030,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,30,2023-030,7.0,5.0,2.0,4.0,4.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,1.0,0.0085,B,5.0,6.0,6.0,4.0,4.0,4.0,4.0,7.0,9.0,4.0
EHD0015991,2023,30,2023-030,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,30,2023-030,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,31,2023-031,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
EHB0019622,2023,31,2023-031,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,31,2023-031,8.0,4.0,4.0,4.0,4.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,0.0,0.0085,B,5.0,6.0,6.0,4.0,4.0,4.0,4.0,7.0,9.0,4.0
EHD0015991,2023,31,2023-031,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,31,2023-031,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,32,2023-032,4.0,2.0,2.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,B,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0
EHB0019622,2023,32,2023-032,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,32,2023-032,11.0,5.0,6.0,3.0,3.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,2.0,0.0085,B,5.0,6.0,6.0,3.0,3.0,3.0,3.0,6.0,9.0,3.0
EHD0015991,2023,32,2023-032,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,32,2023-032,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,33,2023-033,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0
EHB0019622,2023,33,2023-033,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,33,2023-033,9.0,6.0,3.0,4.0,4.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,2.0,0.0085,B,5.0,6.0,6.0,4.0,4.0,4.0,4.0,7.0,9.0,4.0
EHD0015991,2023,33,2023-033,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,33,2023-033,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,34,2023-034,7.0,6.0,1.0,6.0,6.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,B,3.0,3.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0
EHB0019622,2023,34,2023-034,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,34,2023-034,8.0,5.0,3.0,3.0,3.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,2.0,0.0085,B,5.0,6.0,6.0,3.0,3.0,3.0,3.0,6.0,9.0,3.0
EHD0015991,2023,34,2023-034,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,34,2023-034,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,35,2023-035,4.0,2.0,2.0,4.0,2.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0
EHB0019622,2023,35,2023-035,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,35,2023-035,7.0,7.0,0.0,8.0,7.0,1.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0
EHD0015991,2023,35,2023-035,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,35,2023-035,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,36,2023-036,6.0,3.0,3.0,6.0,3.0,3.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
EHB0019622,2023,36,2023-036,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,36,2023-036,7.0,6.0,1.0,6.0,6.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,0.0,0.0085,B,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,6.0
EHD0015991,2023,36,2023-036,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,36,2023-036,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,37,2023-037,10.0,2.0,8.0,10.0,2.0,8.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0
EHB0019622,2023,37,2023-037,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,37,2023-037,7.0,5.0,2.0,7.0,5.0,2.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0
EHD0015991,2023,37,2023-037,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,37,2023-037,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,38,2023-038,7.0,5.0,2.0,5.0,5.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,B,3.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0
EHB0019622,2023,38,2023-038,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,38,2023-038,8.0,6.0,2.0,8.0,6.0,2.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0
EHD0015991,2023,38,2023-038,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,38,2023-038,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,39,2023-039,6.0,3.0,3.0,3.0,3.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,B,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0
EHB0019622,2023,39,2023-039,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,39,2023-039,8.0,8.0,0.0,9.0,8.0,1.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0
EHD0015991,2023,39,2023-039,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,39,2023-039,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,40,2023-040,5.0,3.0,2.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,B,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0
EHB0019622,2023,40,2023-040,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,40,2023-040,8.0,5.0,3.0,3.0,3.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,2.0,0.0085,B,5.0,6.0,6.0,3.0,3.0,3.0,3.0,6.0,9.0,3.0
EHD0015991,2023,40,2023-040,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,40,2023-040,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,41,2023-041,6.0,6.0,0.0,7.0,6.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0
EHB0019622,2023,41,2023-041,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,41,2023-041,8.0,4.0,4.0,3.0,3.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,1.0,0.0085,B,5.0,6.0,6.0,3.0,3.0,3.0,3.0,6.0,9.0,3.0
EHD0015991,2023,41,2023-041,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,41,2023-041,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,42,2023-042,6.0,3.0,3.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,B,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0
EHB0019622,2023,42,2023-042,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,42,2023-042,8.0,5.0,3.0,3.0,3.0,0.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,1,2.0,0.0085,B,5.0,6.0,6.0,3.0,3.0,3.0,3.0,6.0,9.0,3.0
EHD0015991,2023,42,2023-042,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,42,2023-042,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,43,2023-043,6.0,4.0,2.0,4.0,4.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,0.0,0.0085,B,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0
EHB0019622,2023,43,2023-043,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,43,2023-043,8.0,4.0,4.0,8.0,4.0,4.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,4.0
EHD0015991,2023,43,2023-043,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,43,2023-043,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,44,2023-044,4.0,3.0,1.0,2.0,2.0,0.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,1,1.0,0.0085,B,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,6.0,2.0
EHB0019622,2023,44,2023-044,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,44,2023-044,7.0,7.0,0.0,8.0,7.0,1.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0
EHD0015991,2023,44,2023-044,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,44,2023-044,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,45,2023-045,10.0,4.0,6.0,10.0,4.0,6.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0
EHB0019622,2023,45,2023-045,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,45,2023-045,6.0,4.0,2.0,6.0,4.0,2.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,4.0
EHD0015991,2023,45,2023-045,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,45,2023-045,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,46,2023-046,6.0,4.0,2.0,6.0,4.0,2.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0
EHB0019622,2023,46,2023-046,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHB0023505,2023,46,2023-046,6.0,6.0,0.0,7.0,6.0,1.0,Klasse 5-6,S,X,128,0.3159999999999999,0.4,0,0.0,0.0085,B,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0
EHD0015991,2023,46,2023-046,,,,,,,Klasse 0-1,I,Z,26,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHG0003391,2023,46,2023-046,,,,,,,Klasse 0-1,I,Z,10,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
EHA0020265,2023,47,2023-047,5.0,4.0,1.0,5.0,4.0,1.0,Klasse 2-3,S,X,132,0.3414999999999999,0.4,0,0.0,0.0085,B,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0
EHB0019622,2023,47,2023-047,,,,,,,Klasse 0-1,I,X,7,0.3159999999999999,0.4,0,,0.0085,B,,,,,,,,,,
